Test Name,Test Link,Description,Remote Testing,Adaptive/IRT,Test Type
Nursing Assistant Solution,/solutions/products/product-catalog/view/nursing-assistant-solution/,"Nursing Assistant Solution: The Nursing Assistant solution is for entry-level positions in a clinic or hospital environment. Sample tasks for this job include, but are not limited to…",Yes,,ABP
Personal Banker - Short Form,/solutions/products/product-catalog/view/personal-banker-short-form/,"Personal Banker - Short Form: The Personal Banker – Loan Officer solution is for entry to mid-level financial institution positions. Sample tasks for this job would include, but are not…",Yes,,ABKPS
Phone Banker - Short Form,/solutions/products/product-catalog/view/phone-banker-short-form/,Phone Banker - Short Form: This solution is for entry to mid-level financial institution positions. Candidates are asked to answer multiple choice questions to assess learning potential…,Yes,,ABP
Prep/Line Cook Solution,/solutions/products/product-catalog/view/prepline-cook-solution/,Prep/Line Cook Solution: The Prep/Line Cook solution is for entry-level food preparation positions in the hospitality industry. Sample tasks include preparing ingredients and final…,Yes,Yes,ABP
Professional + 7.0 Solution,/solutions/products/product-catalog/view/professional-7-0-solution-3958/,"Professional + 7.0 Solution: Our Professional + 7.0 solution is designed for all non-managerial professional individual contributor positions, and includes SHL’s new innovative…",Yes,Yes,ABC
Professional + 7.1 (Americas),/solutions/products/product-catalog/view/professional-7-1-%28americas%29/,"Professional + 7.1 (Americas): Our Professional + 7.1 solution is designed for all non-managerial professional individual contributor positions, and includes SHL’s new innovative…",Yes,Yes,BCP
Professional + 7.1 (International),/solutions/products/product-catalog/view/professional-7-1-solution/,"Professional + 7.1 (International): Our Professional + 7.1 solution is designed for all non-managerial professional individual contributor positions, and includes SHL’s new innovative…",Yes,Yes,BCP
Professional 7.0 Solution,/solutions/products/product-catalog/view/professional-7-0-solution/,"Professional 7.0 Solution: Our Professional 7.0 solution is designed for all non-managerial professional individual contributor positions. Sample tasks for these jobs include, but are…",Yes,,BC
Professional 7.1 (International),/solutions/products/product-catalog/view/professional-7-1-solution-4247/,"Professional 7.1 (International): Our Professional 7.1 solution is designed for all non-managerial professional individual contributor positions. Sample tasks for these jobs include, but are…",Yes,,CB
Professional 8.0 JFA,/solutions/products/product-catalog/view/professional-8-0-jfa/,Professional 8.0 JFA: The Professional 8.0 Job-Focused Assessment is designed for all non-managerial professional/individual contributor positions. It measures behaviors that…,Yes,,BKP
Professional/Individual Contributor - Short Form,/solutions/products/product-catalog/view/professionalindividual-contributor-short-form/,"Professional/Individual Contributor - Short Form: The Professional/Individual Contributor solution is for mid to upper-level, non-managerial positions. Sample tasks for these jobs include, but are not limited…",Yes,Yes,ABPS
Project Manager - Short Form,/solutions/products/product-catalog/view/project-manager-short-form/,Project Manager - Short Form: The Project Manager solution is designed for positions that lead medium to large scale projects with multiple team members involved. Sample tasks for this job…,Yes,Yes,ABPS
Account Manager Solution,/solutions/products/product-catalog/view/account-manager-solution/,Account Manager Solution : The Account Manager solution is an assessment used for job candidates applying to mid-level leadership positions that tend to manage the day-to-day operations…,Yes,Yes,CPAB
Administrative Professional - Short Form,/solutions/products/product-catalog/view/administrative-professional-short-form/,Administrative Professional - Short Form: The Administrative Professional solution is for entry to mid-level positions that involve routine clerical and administrative functions in addition to office…,Yes,Yes,AKP
Agency Manager Solution,/solutions/products/product-catalog/view/agency-manager-solution/,Agency Manager Solution: The Agency Manager solution is for mid-level sales management positions that include front line management and sales responsibilities. Sample tasks for this…,Yes,Yes,ABPS
Apprentice + 8.0 Job Focused Assessment,/solutions/products/product-catalog/view/apprentice-8-0-job-focused-assessment-4261/,"Apprentice + 8.0 Job Focused Assessment: The Apprentice + 8.0 Job-Focused Assessment is a short, targeted, globally applicable assessment which includes a short cognitive ability measure. This…",Yes,,BP
Apprentice 8.0 Job Focused Assessment,/solutions/products/product-catalog/view/apprentice-8-0-job-focused-assessment/,"Apprentice 8.0 Job Focused Assessment: The Apprentice 8.0 Job-Focused Assessment is a short, targeted, globally applicable assessment. This assessment is designed for entry-level positions…",Yes,,BP
Bank Administrative Assistant - Short Form,/solutions/products/product-catalog/view/bank-administrative-assistant-short-form/,Bank Administrative Assistant - Short Form: The Administrative Assistant solution is for entry-level clerical positions that interact with external or internal customers. Sample tasks for these jobs…,Yes,,ABKP
Bank Collections Agent - Short Form,/solutions/products/product-catalog/view/bank-collections-agent-short-form/,Bank Collections Agent - Short Form: This solution is for entry-level collections positions in an inbound or outbound call center environment in a financial setting. Candidates answer multiple…,Yes,,ABP
Bank Operations Supervisor - Short Form,/solutions/products/product-catalog/view/bank-operations-supervisor-short-form/,Bank Operations Supervisor - Short Form: The Bank Operations Supervisor solution is for job candidates applying to entry-level leadership positions who tend to supervise hourly employees. Sample tasks…,Yes,Yes,ABPS
Bilingual Spanish Reservation Agent Solution,/solutions/products/product-catalog/view/bilingual-spanish-reservation-agent-solution/,Bilingual Spanish Reservation Agent Solution: The Bilingual Reservation Agent solution is designed for customer centered entry-level positions within the hospitality industry. Sample tasks may include…,Yes,Yes,BPSA
"Bookkeeping, Accounting, Auditing Clerk Short Form",/solutions/products/product-catalog/view/bookkeeping-accounting-auditing-clerk-short-form/,"Bookkeeping, Accounting, Auditing Clerk Short Form: The Bookkeeping, Accounting, and Auditing Clerk solution is for entry-level positions that involve entering numerical data into computer systems and…",Yes,Yes,PSKBA
Branch Manager - Short Form,/solutions/products/product-catalog/view/branch-manager-short-form/,Branch Manager - Short Form: This solution is for mid to upper-level financial institution managerial positions. Candidates answer a series of multiple choice questions to measure…,Yes,,ABP
Cashier Solution,/solutions/products/product-catalog/view/cashier-solution/,"Cashier Solution: The Cashier solution is for entry-level retail positions in which employees receive payment in the form of cash, check, or credit cards for goods purchased…",Yes,Yes,BAP
Global Skills Development Report,/solutions/products/product-catalog/view/global-skills-development-report/," Global Skills Development Report : This report is designed to be given to individuals who have completed the Global Skills Assessment (GSA). With coverage across the Great 8 Domains, this…",Yes,,AEBCDP
.NET Framework 4.5,/solutions/products/product-catalog/view/net-framework-4-5/,".NET Framework 4.5: The.NET Framework 4.5 test measures knowledge of .NET environment. Designed for experienced users, this test covers the following topics: Application…",Yes,Yes,K
.NET MVC (New),/solutions/products/product-catalog/view/net-mvc-new/,".NET MVC (New): Multi-choice test that measures the knowledge of Model-View-Controller (MVC) architecture, validation, security, routing, and areas.",Yes,,K
.NET MVVM (New),/solutions/products/product-catalog/view/net-mvvm-new/,".NET MVVM (New): Multi-choice test that measures the knowledge of MVVM pattern, scenarios, data validation, ViewModel communication and Quick-start.",Yes,,K
.NET WCF (New),/solutions/products/product-catalog/view/net-wcf-new/,".NET WCF (New): Multi-choice test that measures the knowledge of .NET fundamentals, WCF architecture, programming model, SOA, managing and programming WCF.",Yes,,K
.NET WPF (New),/solutions/products/product-catalog/view/net-wpf-new/,".NET WPF (New): Multi-choice test that measures the knowledge of .NET basics, WPF, XAML controls, events, layouts, working with WPF windows/menus and deploying WPF…",Yes,,K
.NET XAML (New),/solutions/products/product-catalog/view/net-xaml-new/,".NET XAML (New): Multi-choice test that measures the knowledge of XAML triggers, data binding, custom controls and layouts.",Yes,,K
Accounts Payable (New),/solutions/products/product-catalog/view/accounts-payable-new/,"Accounts Payable (New): Multiple-choice test that measures the knowledge of processing payables and vendor invoices, and the posting of journal entries.",Yes,,K
Accounts Payable Simulation (New),/solutions/products/product-catalog/view/accounts-payable-simulation-new/,Accounts Payable Simulation (New): Simulated data entry test that measures the ability to process payables and vendor invoices.,Yes,,S
Accounts Receivable (New),/solutions/products/product-catalog/view/accounts-receivable-new/,Accounts Receivable (New): Multiple-choice test that measures the knowledge of processing receivables and invoices.,Yes,,K
Accounts Receivable Simulation (New),/solutions/products/product-catalog/view/accounts-receivable-simulation-new/,Accounts Receivable Simulation (New): Simulated data entry test that measures the ability to process receivables and invoices.,Yes,,S
ADO.NET (New),/solutions/products/product-catalog/view/ado-net-new/,"ADO.NET (New): Multi-choice test that measures the knowledge on the concepts of ADO.NET architecture, components and data provider objects.",Yes,,K
Enterprise Java Beans (New),/solutions/products/product-catalog/view/enterprise-java-beans-new/,"Enterprise Java Beans (New): Multi-choice test that measures the knowledge of enterprise Java beans (EJB), types of EJB, transactions and concurrency.",Yes,,K
Enterprise Leadership Report 1.0,/solutions/products/product-catalog/view/enterprise-leadership-report/,Enterprise Leadership Report 1.0: Assess and benchmark your leaders against enterprise leadership - the model for leader impact to drive business results in a complex work environment.  For…,Yes,,P
Enterprise Leadership Report 2.0,/solutions/products/product-catalog/view/enterprise-leadership-report-2-0/,Enterprise Leadership Report 2.0: Assess and benchmark your leaders against enterprise leadership - the model for leader impact to drive business results in a complex work environment.  For…,Yes,,P
Entry Level Cashier Solution,/solutions/products/product-catalog/view/entry-level-cashier-solution/,"Entry Level Cashier Solution: The Precise Fit Entry Level Cashier Solution is for entry-level retail positions in which employees receive payment in the form of cash, check, or credit cards…",Yes,,CP
Entry Level Customer Serv-Retail & Contact Center,/solutions/products/product-catalog/view/entry-level-customer-serv-retail-and-contact-center/,Entry Level Customer Serv-Retail & Contact Center: The Precise Fit Entry Level Customer Service Solution (Retail/Contact Center) is for entry-level positions in which employees interact with customers by…,Yes,,PC
Entry Level Customer Service (General) Solution,/solutions/products/product-catalog/view/entry-level-customer-service-general-solution/,Entry Level Customer Service (General) Solution: The Precise Fit Entry Level Customer Service Solution (General) is for a wide range of entry-level positions where employees are expected to interact with…,Yes,,CP
Entry Level Hotel Front Desk Solution,/solutions/products/product-catalog/view/entry-level-hotel-front-desk-solution/,Entry Level Hotel Front Desk Solution: The Precise Fit Entry Level Hotel Front Desk Solution is for entry-level customer service positions in the hospitality industry. The solution is appropriate…,Yes,,CP
Entry Level Sales Solution,/solutions/products/product-catalog/view/entry-level-sales-solution/,Entry Level Sales Solution: The Precise Fit Entry Level Sales Roles Solution is for entry-level positions in which employees proactively sell products or services to customers and have…,Yes,,CP
Entry Level Technical Support Solution,/solutions/products/product-catalog/view/entry-level-technical-support-solution/,Entry Level Technical Support Solution: The Precise Fit Entry Level Technical Support Solution is for entry-level positions in which employees provide technical assistance to computer users in a…,Yes,,PC
ETL Testing (New),/solutions/products/product-catalog/view/etl-testing-new/,"ETL Testing (New): Multi-choice test that measures the knowledge of ETL architecture, data warehousing, dimensions, DBMS concepts like data manipulation, constraints, ETL testing…",Yes,,K
Executive Scenarios,/solutions/products/product-catalog/view/executive-scenarios/,Executive Scenarios: Executive Scenarios is a unique test of Managerial Judgement - an individual’s ability to decide on effective ways of handling real life situations. It is…,Yes,,B
Executive Scenarios Narrative Report,/solutions/products/product-catalog/view/executive-scenarios-narrative-report/,Executive Scenarios Narrative Report: Executive Scenarios is a unique test of Managerial Judgement - an individual’s ability to decide on effective ways of handling real life situations. It is…,Yes,,B
Proof Operator - Processing Specialist -Short Form,/solutions/products/product-catalog/view/proof-operator-processing-specialist-short-form/,Proof Operator - Processing Specialist -Short Form: The Proof Operator – Processing Specialist solution is for entry-level positions that perform basic daily bank operations procedures such as the processing of…,Yes,,S
Reservation Agent Solution,/solutions/products/product-catalog/view/reservation-agent-solution/,"Reservation Agent Solution: The Reservation Agent solution is designed for entry-level positions within the hospitality industry. Sample tasks may indlude making, updating, or canceling…",Yes,Yes,APSB
Restaurant Manager Solution,/solutions/products/product-catalog/view/restaurant-manager-solution/,Restaurant Manager Solution: The Restaurant Manager solution is designed for management level positions in the hospitality industry. Sample tasks include purchasing food and supplies…,Yes,Yes,ABPS
Restaurant Supervisor Solution,/solutions/products/product-catalog/view/restaurant-supervisor-solution/,Restaurant Supervisor Solution: The Restaurant Supervisor solution is designed for management level positions in the hospitality industry. Sample tasks include serving as a staff resource…,Yes,Yes,ABP
Retail Consultant Solution,/solutions/products/product-catalog/view/retail-consultant-solution/,"Retail Consultant Solution: The Retail Consultant solution is for entry to mid-level retail positions in which employees proactively sell products to customers, develop relationships with…",Yes,Yes,ABP
Retail Manager w/ Sales Solution,/solutions/products/product-catalog/view/retail-manager-w-sales-solution/,Retail Manager w/ Sales Solution: The Retail Manager with Sales solution is an assessment used for job candidates applying to entry-level leadership positions who tend to supervise hourly…,Yes,Yes,ABP
Retail Sales Associate Solution,/solutions/products/product-catalog/view/retail-sales-associate-solution/,Retail Sales Associate Solution: The Retail Sales Associate solution is for entry-level retail positions in which employees proactively sell products to customers and have their pay and/or…,Yes,Yes,ABP
Sales Director Solution,/solutions/products/product-catalog/view/sales-director-solution/,Sales Director Solution: The Sales Director solution is for mid- to senior-level sales management positions that oversee the sales function across multiple offices or geographic…,Yes,Yes,ABP
Sales Engineer Solution,/solutions/products/product-catalog/view/sales-engineer-solution/,Sales Engineer Solution: The Sales Engineer solution is designed for use with professional level telecommunications engineers with distinct sales responsibilities. The solution is…,Yes,Yes,ABKPS
Sales Manager Solution,/solutions/products/product-catalog/view/sales-manager-solution/,Sales Manager Solution: The Sales Manager solution is an assessment used for applying to entry to mid-level sales leadership positions that generally manage employees and have a…,Yes,Yes,ABP
Sales Professional 7.0 Solution,/solutions/products/product-catalog/view/sales-professional-7-0-solution/,"Sales Professional 7.0 Solution: Our Sales Professional 7.0 solution is designed for entry to mid-level sales positions in which employees proactively sell products to customers, develop…",Yes,,CB
Sales Professional 7.1 (Americas),/solutions/products/product-catalog/view/sales-professional-7-1-%28americas%29/,"Sales Professional 7.1 (Americas): Our Sales Professional 7.1 solution is designed for entry to mid-level sales positions in which employees proactively sell products to customers, develop…",Yes,,BC
Executive Scenarios Profile Report,/solutions/products/product-catalog/view/executive-scenarios-profile-report/,Executive Scenarios Profile Report: Executive Scenarios is a unique test of Managerial Judgement - an individual’s ability to decide on effective ways of handling real life situations. It is…,Yes,,B
ExpressJS (New),/solutions/products/product-catalog/view/expressjs-new/,"ExpressJS (New): Multi-choice test that measures the knowledge of routing, error handling, security, middleware and performance & reliability in ExpressJS.",Yes,,K
Filing - Names (R1),/solutions/products/product-catalog/view/filing-names-r1/,Filing - Names (R1): This test measures ability to sort names in alphabetical order. Test takers are shown a graphical display of four folder tabs -- three contain alphabetized…,Yes,,K
Filing - Numbers,/solutions/products/product-catalog/view/filing-numbers/,Filing - Numbers: This test measures ability to sort items in numerical order. Test takers are shown a graphical display of four folder tabs -- three contain numbers and one is…,Yes,,K
Financial Accounting (New),/solutions/products/product-catalog/view/financial-accounting-new/,"Financial Accounting (New): Multi-choice test that measures the ability to post journal entries, classify items into assets and liabilities, analyze financial statements and calculate…",Yes,,K
Financial and Banking Services (New),/solutions/products/product-catalog/view/financial-and-banking-services-new/,"Financial and Banking Services (New): Multi-choice test that measures the knowledge of investment products, banking products, taxation and principles of Macroeconomics.",Yes,,K
Fire Engineering (New),/solutions/products/product-catalog/view/fire-engineering-new/,"Fire Engineering (New): Multi-choice test that measures the knowledge of fire engineering principles, basic workplace safety and safety management.",Yes,,K
Following Instructions v1 - UK (R1),/solutions/products/product-catalog/view/following-instructions-v1-uk-r1/,Following Instructions v1 - UK (R1): This test measures a candidate's ability to follow detailed instructions and then select the correct course of action. Candidates are presented with a set of…,Yes,,K
Following Instructions v1 - US (R2),/solutions/products/product-catalog/view/following-instructions-v1-us-r2/,Following Instructions v1 - US (R2): This test measures a candidate's ability to follow detailed instructions and then select the correct course of action. Test takers are presented with a set of…,Yes,,K
Food and Beverage Services (New),/solutions/products/product-catalog/view/food-and-beverage-services-new/,"Food and Beverage Services (New): Multi-choice test that measures the knowledge of meal planning, service preparation, types of service equipment, and types of beverages.",Yes,,K
Food Science (New),/solutions/products/product-catalog/view/food-science-new/,"Food Science (New): Multi-choice test that measures the knowledge of food chemistry, nutrition, food microbiology, food engineering and food product technology.",Yes,,K
Front Office Management (New),/solutions/products/product-catalog/view/front-office-management-new/,Front Office Management (New): Multi-choice test that measures the knowledge of front office operations.,Yes,,K
Sales Professional Solution,/solutions/products/product-catalog/view/sales-professional-solution/,"Sales Professional Solution: The Sales Professional solution is for entry to mid-level sales positions in which employees proactively sell products to customers, develop relationships with…",Yes,Yes,ABP
Sales Representative Solution,/solutions/products/product-catalog/view/sales-representative-solution/,Sales Representative Solution: The Sales Representative solution is for entry-level sales positions in which employees proactively sell products to customers and have their pay and/or…,Yes,Yes,ABP
Sales Supervisor Solution,/solutions/products/product-catalog/view/sales-supervisor-solution/,Sales Supervisor Solution : The Sales Supervisor solution is an assessment used for job candidates applying to entry-level sales leadership positions that generally supervise employees…,Yes,Yes,ABP
Sales Support Specialist Solution,/solutions/products/product-catalog/view/sales-support-specialist-solution/,Sales Support Specialist Solution: The Sales Support Specialist solution is for entry to mid-level sales support positions in which employees work primarily under the guidance of an account…,Yes,Yes,ABP
Senior Insurance Agent Solution,/solutions/products/product-catalog/view/senior-insurance-agent-solution/,"Senior Insurance Agent Solution: The Senior Insurance Agent solution is for senior-level professional positions in the insurance industry that sell a portfolio of insurance products, including…",Yes,,ABP
Senior Sales Professional Solution,/solutions/products/product-catalog/view/senior-sales-professional-solution/,"Senior Sales Professional Solution : The Senior Sales Professional solution is for high-level sales positions in which employees proactively sell products to customers, develop relationships with…",Yes,Yes,ABP
Server Solution,/solutions/products/product-catalog/view/server-solution/,"Server Solution: The Server solution is designed for entry-level positions in the hospitality industry. Sample tasks include greeting customers, taking customer food and drink…",Yes,Yes,BAP
Service Associate Solution,/solutions/products/product-catalog/view/service-associate-solution/,Service Associate Solution: The Service Associate is designed for entry-level positions that are primarily task focused but may include a customer service component. The solution covers a…,Yes,Yes,ABP
Service Supervisor Solution,/solutions/products/product-catalog/view/service-supervisor-solution/,Service Supervisor Solution: The Service Supervisor solution is designed for entry-level leadership positions in the hospitality industry that oversee hourly and salaried employees in…,Yes,Yes,ABP
Stock Clerk Solution,/solutions/products/product-catalog/view/stock-clerk-solution/,Stock Clerk Solution: The Stock Clerk solution is for entry-level retail positions in which employees work primarily in the stockroom handling incoming and outgoing shipment and…,Yes,,ABP
Store Manager 7.0 Solution,/solutions/products/product-catalog/view/store-manager-7-0-solution/,Store Manager 7.0 Solution: Our Store Manager 7.0 solution is designed for candidates applying to entry-level leadership positions who tend to supervise hourly employees in a retail or…,Yes,,BC
Store Manager 7.1 (Americas),/solutions/products/product-catalog/view/store-manager-7-1-%28americas%29/,Store Manager 7.1 (Americas): Our Store Manager 7.1 solution is designed for candidates applying to entry-level leadership positions who tend to supervise hourly employees in a retail or…,Yes,,BC
